gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
HUWE1,ENSG00000086758,ENST00000342160,transcript,ENSG00000086758,21.92828035,21.95839034
PHF16,ENSG00000102221,ENST00000218343,transcript,ENSG00000102221,21.6616265,21.95858912
NUP62CL,ENSG00000198088,ENST00000372466,transcript,ENSG00000198088,21.66223257,21.96070832
SYTL4,ENSG00000102362,ENST00000455616,transcript,ENSG00000102362,22.08368241,21.96171134
TBX22,ENSG00000122145,ENST00000373294,transcript,ENSG00000122145,21.93391369,21.96286902
TENM1,ENSG00000009694,ENST00000422452,transcript,ENSG00000009694,21.94674706,21.96399706
ALAS2,ENSG00000158578,ENST00000330807,transcript,ENSG00000158578,21.98768311,21.96611658
GABRA3,ENSG00000011677,ENST00000370314,transcript,ENSG00000011677,21.96232757,21.96651166
NAP1L6,ENSG00000204118,ENST00000373518,transcript,ENSG00000204118,21.39322603,21.96677259
POLA1,ENSG00000101868,ENST00000379059,transcript,ENSG00000101868,21.9050724,21.96783685
TAF1,ENSG00000147133,ENST00000276072,transcript,ENSG00000147133,22.02305199,21.96926799
MED14,ENSG00000180182,ENST00000324817,transcript,ENSG00000180182,21.76076199,21.97143414
TMEM35,ENSG00000126950,ENST00000372930,transcript,ENSG00000126950,21.6219044,21.97451198
FAM122C,ENSG00000156500,ENST00000370784,transcript,ENSG00000156500,21.89674929,21.97603669
RBM41,ENSG00000089682,ENST00000372479,transcript,ENSG00000089682,21.95759943,21.97920589
TAB3,ENSG00000157625,ENST00000378933,transcript,ENSG00000157625,21.79588425,21.98031593
ARSF,ENSG00000062096,ENST00000381127,transcript,ENSG00000062096,21.83181064,21.98306201
ALG13,ENSG00000101901,ENST00000394780,transcript,ENSG00000101901,21.99997527,21.98421206
POF1B,ENSG00000124429,ENST00000262753,transcript,ENSG00000124429,22.05781882,21.9847637
SRPX2,ENSG00000102359,ENST00000373004,transcript,ENSG00000102359,22.01259572,21.98741978
MAOA,ENSG00000189221,ENST00000338702,transcript,ENSG00000189221,22.05313017,21.98885616
AR,ENSG00000169083,ENST00000374690,transcript,ENSG00000169083,21.98896977,21.9892356
DDX26B,ENSG00000165359,ENST00000370752,transcript,ENSG00000165359,22.13125671,21.98949328
RP2,ENSG00000102218,ENST00000218340,transcript,ENSG00000102218,22.40171682,21.99439235
VGLL1,ENSG00000102243,ENST00000370634,transcript,ENSG00000102243,21.77823609,21.99483095
WNK3,ENSG00000196632,ENST00000354646,transcript,ENSG00000196632,21.99753084,21.99549091
SLC38A5,ENSG00000017483,ENST00000376876,transcript,ENSG00000017483,21.82042932,21.99596269
RAI2,ENSG00000131831,ENST00000545871,transcript,ENSG00000131831,20.56173678,21.99665429
EBP,ENSG00000147155,ENST00000495186,transcript,ENSG00000147155,22.26423776,21.99735897
REPS2,ENSG00000169891,ENST00000357277,transcript,ENSG00000169891,21.93796251,22.00100975
FAM199X,ENSG00000123575,ENST00000493442,transcript,ENSG00000123575,22.03615532,22.00206438
TFE3,ENSG00000068323,ENST00000315869,transcript,ENSG00000068323,22.26253003,22.00467718
PRRG1,ENSG00000130962,ENST00000542554,transcript,ENSG00000130962,22.10864158,22.00554211
RLIM,ENSG00000131263,ENST00000332687,transcript,ENSG00000131263,21.95112567,22.00571809
RGN,ENSG00000130988,ENST00000397180,transcript,ENSG00000130988,21.98556647,22.00576914
USP26,ENSG00000134588,ENST00000511190,transcript,ENSG00000134588,22.39526275,22.0064195
FGD1,ENSG00000102302,ENST00000375135,transcript,ENSG00000102302,21.87472111,22.01264231
SMARCA1,ENSG00000102038,ENST00000371122,transcript,ENSG00000102038,22.0292884,22.01284634
ARMCX2,ENSG00000184867,ENST00000328766,transcript,ENSG00000184867,21.80469782,22.01537947
ZMYM3,ENSG00000147130,ENST00000353904,transcript,ENSG00000147130,21.95151995,22.01957591
ATP11C,ENSG00000101974,ENST00000327569,transcript,ENSG00000101974,22.01471937,22.02372568
HS6ST2,ENSG00000171004,ENST00000521489,transcript,ENSG00000171004,22.10046603,22.02663178
CYBB,ENSG00000165168,ENST00000378588,transcript,ENSG00000165168,22.12949689,22.02759008
MAGT1,ENSG00000102158,ENST00000358075,transcript,ENSG00000102158,21.65424365,22.02763111
ATRX,ENSG00000085224,ENST00000373344,transcript,ENSG00000085224,22.01166251,22.02971615
KIAA2022,ENSG00000050030,ENST00000055682,transcript,ENSG00000050030,22.19748724,22.0299034
CASK,ENSG00000147044,ENST00000378166,transcript,ENSG00000147044,21.99330393,22.03005728
SSX5,ENSG00000165583,ENST00000311798,transcript,ENSG00000165583,21.95515237,22.03043234
TSC22D3,ENSG00000157514,ENST00000372383,transcript,ENSG00000157514,21.91475177,22.03124369
COL4A6,ENSG00000197565,ENST00000372216,transcript,ENSG00000197565,22.02663049,22.03331315
PJA1,ENSG00000181191,ENST00000361478,transcript,ENSG00000181191,22.18984823,22.03338212
ZNF630,ENSG00000221994,ENST00000409324,transcript,ENSG00000221994,21.97567034,22.03569124
ATP1B4,ENSG00000101892,ENST00000218008,transcript,ENSG00000101892,21.97725293,22.03741849
FAM104B,ENSG00000182518,ENST00000425133,transcript,ENSG00000182518,22.08845662,22.037959
SUV39H1,ENSG00000101945,ENST00000376687,transcript,ENSG00000101945,22.14377227,22.03950869
BEND2,ENSG00000177324,ENST00000380033,transcript,ENSG00000177324,22.01689997,22.04003899
ABCB7,ENSG00000131269,ENST00000253577,transcript,ENSG00000131269,22.02579624,22.04014096
IRAK1,ENSG00000184216,ENST00000369980,transcript,ENSG00000184216,22.05821208,22.04239801
BTK,ENSG00000010671,ENST00000308731,transcript,ENSG00000010671,22.18058183,22.04240025
KLHL4,ENSG00000102271,ENST00000373114,transcript,ENSG00000102271,21.98453171,22.04454509
GPR64,ENSG00000173698,ENST00000379869,transcript,ENSG00000173698,21.93884504,22.0450654
TBC1D25,ENSG00000068354,ENST00000376771,transcript,ENSG00000068354,22.13754464,22.04631037
EDA2R,ENSG00000131080,ENST00000450752,transcript,ENSG00000131080,21.92531718,22.04701342
MAGEB16,ENSG00000189023,ENST00000399989,transcript,ENSG00000189023,21.41647485,22.04999704
AKAP4,ENSG00000147081,ENST00000358526,transcript,ENSG00000147081,22.13628003,22.05107477
PGRMC1,ENSG00000101856,ENST00000217971,transcript,ENSG00000101856,21.81457753,22.05282908
CCDC22,ENSG00000101997,ENST00000376227,transcript,ENSG00000101997,22.30391454,22.05540515
ATP6AP2,ENSG00000182220,ENST00000378438,transcript,ENSG00000182220,22.08480001,22.0557247
ZC3H12B,ENSG00000102053,ENST00000338957,transcript,ENSG00000102053,22.09744748,22.05619088
PIN4,ENSG00000102309,ENST00000373669,transcript,ENSG00000102309,22.03938855,22.05736138
DGAT2L6,ENSG00000184210,ENST00000333026,transcript,ENSG00000184210,22.16284669,22.06032996
SH2D1A,ENSG00000183918,ENST00000371139,transcript,ENSG00000183918,21.85622837,22.06120719
WDR44,ENSG00000131725,ENST00000254029,transcript,ENSG00000131725,21.94922594,22.06237274
LAMP2,ENSG00000005893,ENST00000434600,transcript,ENSG00000005893,21.96241271,22.06315138
GOLGA8I,ENSG00000153666,ENST00000450802,transcript,ENSG00000153666,22.68764586,22.0717433
DOCK11,ENSG00000147251,ENST00000276202,transcript,ENSG00000147251,22.07348873,22.07461271
MED12,ENSG00000184634,ENST00000374080,transcript,ENSG00000184634,22.15196308,22.07579706
CXorf38,ENSG00000185753,ENST00000327877,transcript,ENSG00000185753,21.96595923,22.07633048
GRIA3,ENSG00000125675,ENST00000264357,transcript,ENSG00000125675,22.03564365,22.07651938
OTUD6A,ENSG00000189401,ENST00000338352,transcript,ENSG00000189401,21.80793724,22.07718634
UPRT,ENSG00000094841,ENST00000373383,transcript,ENSG00000094841,22.07605846,22.07912866
ATP7A,ENSG00000165240,ENST00000341514,transcript,ENSG00000165240,22.05878842,22.08019622
GNL3L,ENSG00000130119,ENST00000336470,transcript,ENSG00000130119,21.81414243,22.08117316
NAP1L2,ENSG00000186462,ENST00000373517,transcript,ENSG00000186462,22.08301714,22.08557974
XPNPEP2,ENSG00000122121,ENST00000371106,transcript,ENSG00000122121,22.18512745,22.08614561
MOSPD2,ENSG00000130150,ENST00000380492,transcript,ENSG00000130150,22.13275505,22.0884296
CD99L2,ENSG00000102181,ENST00000370377,transcript,ENSG00000102181,22.03807387,22.08857115
FAM122B,ENSG00000156504,ENST00000343004,transcript,ENSG00000156504,21.78078038,22.09078791
SSX3,ENSG00000165584,ENST00000298396,transcript,ENSG00000165584,22.13263489,22.09153695
APOOL,ENSG00000155008,ENST00000373173,transcript,ENSG00000155008,21.69293709,22.09278598
ASB11,ENSG00000165192,ENST00000480796,transcript,ENSG00000165192,22.11383947,22.09359969
PHKA1,ENSG00000067177,ENST00000373542,transcript,ENSG00000067177,22.09122526,22.0952759
RAB41,ENSG00000147127,ENST00000276066,transcript,ENSG00000147127,22.18686626,22.09785017
PHF8,ENSG00000172943,ENST00000357988,transcript,ENSG00000172943,22.05880232,22.10098874
PPEF1,ENSG00000086717,ENST00000361511,transcript,ENSG00000086717,21.95751425,22.10684794
MAGEE1,ENSG00000198934,ENST00000361470,transcript,ENSG00000198934,22.04145526,22.10691536
CTD-2054N24.2,ENSG00000259363,ENST00000560059,transcript,ENSG00000259363,22.30232568,22.10969949
SYTL5,ENSG00000147041,ENST00000456733,transcript,ENSG00000147041,22.12122089,22.11005239
MAGEA11,ENSG00000185247,ENST00000355220,transcript,ENSG00000185247,21.96231423,22.11335285
TSPYL2,ENSG00000184205,ENST00000375442,transcript,ENSG00000184205,22.1454446,22.11394003
HDAC6,ENSG00000094631,ENST00000334136,transcript,ENSG00000094631,22.13601023,22.11950376
BMX,ENSG00000102010,ENST00000357607,transcript,ENSG00000102010,22.11064232,22.11951585
MSN,ENSG00000147065,ENST00000360270,transcript,ENSG00000147065,22.04336896,22.11988255
LINC00632,ENSG00000203930,ENST00000370535,transcript,ENSG00000203930,21.92941611,22.12056395
FAM50A,ENSG00000071859,ENST00000393600,transcript,ENSG00000071859,22.0407507,22.12418255
SMIM9,ENSG00000203870,ENST00000369529,transcript,ENSG00000203870,22.46238767,22.12873445
CXorf58,ENSG00000165182,ENST00000379211,transcript,ENSG00000165182,21.99975857,22.12999316
PLS3,ENSG00000102024,ENST00000420625,transcript,ENSG00000102024,22.16199266,22.13112169
MAGEB18,ENSG00000176774,ENST00000325250,transcript,ENSG00000176774,21.94083012,22.13128377
GDPD2,ENSG00000130055,ENST00000453994,transcript,ENSG00000130055,22.2062132,22.13151404
CDK11A,ENSG00000008128,ENST00000404249,transcript,ENSG00000008128,22.84133693,22.13378767
YIPF6,ENSG00000181704,ENST00000462683,transcript,ENSG00000181704,21.93933363,22.14233271
CACNA1F,ENSG00000102001,ENST00000376265,transcript,ENSG00000102001,22.1642634,22.14250217
FIGF,ENSG00000165197,ENST00000297904,transcript,ENSG00000165197,22.17932626,22.14391674
EFHC2,ENSG00000183690,ENST00000420999,transcript,ENSG00000183690,22.19520586,22.14424936
NKRF,ENSG00000186416,ENST00000542113,transcript,ENSG00000186416,22.14972357,22.14455
CCNB3,ENSG00000147082,ENST00000376042,transcript,ENSG00000147082,22.17131777,22.14522814
MAGEB2,ENSG00000099399,ENST00000378988,transcript,ENSG00000099399,21.51292401,22.14530199
CLCN5,ENSG00000171365,ENST00000376088,transcript,ENSG00000171365,22.12732914,22.14540591
USP11,ENSG00000102226,ENST00000218348,transcript,ENSG00000102226,22.12982803,22.14620595
AFF2,ENSG00000155966,ENST00000370460,transcript,ENSG00000155966,21.92866924,22.14881151
SH3KBP1,ENSG00000147010,ENST00000397821,transcript,ENSG00000147010,22.06870056,22.14891918
MSL3,ENSG00000005302,ENST00000312196,transcript,ENSG00000005302,22.33017626,22.14923701
GDI1,ENSG00000203879,ENST00000447750,transcript,ENSG00000203879,22.20796662,22.14981131
RBMX,ENSG00000147274,ENST00000320676,transcript,ENSG00000147274,22.44030747,22.15106381
ASB12,ENSG00000198881,ENST00000362002,transcript,ENSG00000198881,22.12811995,22.1511745
CXCR3,ENSG00000186810,ENST00000373691,transcript,ENSG00000186810,22.23772582,22.15237434
HTR2C,ENSG00000147246,ENST00000276198,transcript,ENSG00000147246,22.00762247,22.15316375
FUNDC1,ENSG00000069509,ENST00000378045,transcript,ENSG00000069509,22.03575935,22.15342346
ARR3,ENSG00000120500,ENST00000307959,transcript,ENSG00000120500,22.0985575,22.15843906
ZNF157,ENSG00000147117,ENST00000377073,transcript,ENSG00000147117,22.10557009,22.16165009
ARHGEF6,ENSG00000129675,ENST00000250617,transcript,ENSG00000129675,22.07901075,22.16306596
PORCN,ENSG00000102312,ENST00000326194,transcript,ENSG00000102312,22.1607187,22.17161219
CLIC2,ENSG00000155962,ENST00000369449,transcript,ENSG00000155962,22.10597404,22.17199708
STS,ENSG00000101846,ENST00000217961,transcript,ENSG00000101846,22.03773833,22.17540672
OGT,ENSG00000147162,ENST00000373719,transcript,ENSG00000147162,22.27261261,22.17629901
HMGN5,ENSG00000198157,ENST00000358130,transcript,ENSG00000198157,22.03391783,22.17820161
ARAF,ENSG00000078061,ENST00000377045,transcript,ENSG00000078061,22.09061424,22.17925053
CNGA2,ENSG00000183862,ENST00000329903,transcript,ENSG00000183862,22.27941871,22.18142953
WAS,ENSG00000015285,ENST00000376701,transcript,ENSG00000015285,22.18843635,22.18337484
KIAA1210,ENSG00000250423,ENST00000402510,transcript,ENSG00000250423,22.31122854,22.18631483
OFD1,ENSG00000046651,ENST00000340096,transcript,ENSG00000046651,22.17048254,22.18768698
PAGE4,ENSG00000101951,ENST00000218068,transcript,ENSG00000101951,22.15894743,22.19111396
SLC7A3,ENSG00000165349,ENST00000374299,transcript,ENSG00000165349,22.16406263,22.1933853
CXorf24,ENSG00000196741,ENST00000357412,transcript,ENSG00000196741,21.59291357,22.20038298
FAM9A,ENSG00000183304,ENST00000543214,transcript,ENSG00000183304,22.166026,22.20038821
UBE2A,ENSG00000077721,ENST00000371558,transcript,ENSG00000077721,22.17506555,22.20137531
RBM3,ENSG00000102317,ENST00000376759,transcript,ENSG00000102317,22.37022841,22.20147537
CCDC160,ENSG00000203952,ENST00000517294,transcript,ENSG00000203952,21.84318375,22.20154256
UTP14A,ENSG00000156697,ENST00000394422,transcript,ENSG00000156697,22.21137533,22.20407993
TIMM8A,ENSG00000126953,ENST00000372902,transcript,ENSG00000126953,21.99991314,22.20457354
TCEANC,ENSG00000176896,ENST00000314720,transcript,ENSG00000176896,21.9532768,22.20461754
GK,ENSG00000198814,ENST00000378943,transcript,ENSG00000198814,22.08225633,22.20661515
APEX2,ENSG00000169188,ENST00000374987,transcript,ENSG00000169188,22.10037061,22.20752921
SLC6A8,ENSG00000130821,ENST00000253122,transcript,ENSG00000130821,21.85257192,22.20775654
CHRDL1,ENSG00000101938,ENST00000372042,transcript,ENSG00000101938,22.09172484,22.20832165
CDK16,ENSG00000102225,ENST00000276052,transcript,ENSG00000102225,22.21880163,22.20937243
PRPS2,ENSG00000101911,ENST00000398491,transcript,ENSG00000101911,22.35736375,22.21120777
AWAT1,ENSG00000204195,ENST00000374521,transcript,ENSG00000204195,22.06941803,22.21142688
ZFX,ENSG00000005889,ENST00000379177,transcript,ENSG00000005889,21.77440614,22.21195586
SH3BGRL,ENSG00000131171,ENST00000373212,transcript,ENSG00000131171,22.19760843,22.21385573
MPP1,ENSG00000130830,ENST00000369534,transcript,ENSG00000130830,22.10718671,22.2140886
TMSB15A,ENSG00000158164,ENST00000289373,transcript,ENSG00000158164,21.52233582,22.21465357
TAZ,ENSG00000102125,ENST00000299328,transcript,ENSG00000102125,22.38360362,22.21496427
UXT,ENSG00000126756,ENST00000335890,transcript,ENSG00000126756,22.1656642,22.21760347
MTMR8,ENSG00000102043,ENST00000374852,transcript,ENSG00000102043,22.26791539,22.21769776
MAGEB6,ENSG00000176746,ENST00000379034,transcript,ENSG00000176746,21.44973764,22.22012203
SYAP1,ENSG00000169895,ENST00000380155,transcript,ENSG00000169895,22.04349291,22.22206254
CTPS2,ENSG00000047230,ENST00000443824,transcript,ENSG00000047230,22.26360522,22.22421638
PGK1,ENSG00000102144,ENST00000373316,transcript,ENSG00000102144,22.18719825,22.22602929
DLG3,ENSG00000082458,ENST00000374360,transcript,ENSG00000082458,22.20255547,22.22657772
PDK3,ENSG00000067992,ENST00000441463,transcript,ENSG00000067992,22.16084721,22.22843885
CSTF2,ENSG00000101811,ENST00000372972,transcript,ENSG00000101811,22.1145253,22.23110403
NAA10,ENSG00000102030,ENST00000464845,transcript,ENSG00000102030,22.16202158,22.23354845
CD40LG,ENSG00000102245,ENST00000370629,transcript,ENSG00000102245,21.56507803,22.23517467
ACE2,ENSG00000130234,ENST00000427411,transcript,ENSG00000130234,22.23135987,22.23900581
PHEX,ENSG00000102174,ENST00000379374,transcript,ENSG00000102174,22.22025968,22.23974042
GPR112,ENSG00000156920,ENST00000394143,transcript,ENSG00000156920,22.28439222,22.24109849
OCRL,ENSG00000122126,ENST00000371113,transcript,ENSG00000122126,22.36804776,22.24184116
BEX4,ENSG00000102409,ENST00000372695,transcript,ENSG00000102409,21.75688628,22.24505833
ITIH6,ENSG00000102313,ENST00000218436,transcript,ENSG00000102313,22.23930942,22.24615413
ARSE,ENSG00000157399,ENST00000381134,transcript,ENSG00000157399,22.16973422,22.24625654
MAGIX,ENSG00000017621,ENST00000412696,transcript,ENSG00000017621,22.1619794,22.24709677
SPIN3,ENSG00000204271,ENST00000374919,transcript,ENSG00000204271,22.18883881,22.25114408
PNCK,ENSG00000130822,ENST00000447676,transcript,ENSG00000130822,21.81941919,22.2538146
ZC4H2,ENSG00000126970,ENST00000374839,transcript,ENSG00000126970,22.06101334,22.25397553
RS1,ENSG00000102104,ENST00000379984,transcript,ENSG00000102104,22.22757638,22.25484319
ACSL4,ENSG00000068366,ENST00000340800,transcript,ENSG00000068366,22.05856073,22.25946671
ZNF182,ENSG00000147118,ENST00000396965,transcript,ENSG00000147118,22.06667025,22.25946708
UBQLN2,ENSG00000188021,ENST00000338222,transcript,ENSG00000188021,22.27151346,22.26207212
RPS4X,ENSG00000198034,ENST00000316084,transcript,ENSG00000198034,22.09912915,22.26212055
EIF2S3,ENSG00000130741,ENST00000253039,transcript,ENSG00000130741,22.25008628,22.26608813
SRPX,ENSG00000101955,ENST00000378533,transcript,ENSG00000101955,22.32563049,22.26686535
IGSF1,ENSG00000147255,ENST00000370903,transcript,ENSG00000147255,22.23290056,22.26735464
RAB9A,ENSG00000123595,ENST00000464506,transcript,ENSG00000123595,22.55402925,22.26826534
MBNL3,ENSG00000076770,ENST00000370853,transcript,ENSG00000076770,22.31558739,22.26930247
SLITRK2,ENSG00000185985,ENST00000370490,transcript,ENSG00000185985,20.35876084,22.26935525
ARL13A,ENSG00000174225,ENST00000450049,transcript,ENSG00000174225,22.31219954,22.27192064
TMEM255A,ENSG00000125355,ENST00000309720,transcript,ENSG00000125355,22.29312442,22.27251594
FMR1NB,ENSG00000176988,ENST00000370467,transcript,ENSG00000176988,22.27809382,22.27296269
PRICKLE3,ENSG00000012211,ENST00000376317,transcript,ENSG00000012211,22.38001286,22.27403921
NXF3,ENSG00000147206,ENST00000395065,transcript,ENSG00000147206,22.30744757,22.27432977
PABPC5,ENSG00000174740,ENST00000312600,transcript,ENSG00000174740,21.86224497,22.27443801
HRK,ENSG00000135116,ENST00000257572,transcript,ENSG00000135116,30.12629669,22.27518071
POTEE,ENSG00000188219,ENST00000356920,transcript,ENSG00000188219,20.20829653,22.27599466
DDX3X,ENSG00000215301,ENST00000399959,transcript,ENSG00000215301,22.21244489,22.27966012
PNPLA4,ENSG00000006757,ENST00000381042,transcript,ENSG00000006757,22.21340145,22.28410752
KAL1,ENSG00000011201,ENST00000262648,transcript,ENSG00000011201,22.26016428,22.28558
PGAM4,ENSG00000226784,ENST00000458128,transcript,ENSG00000226784,21.87394636,22.28682677
SMC1A,ENSG00000072501,ENST00000322213,transcript,ENSG00000072501,22.36885804,22.28979283
H2BFM,ENSG00000101812,ENST00000355016,transcript,ENSG00000101812,22.90597957,22.29387347
FAM127B,ENSG00000203950,ENST00000370775,transcript,ENSG00000203950,22.44169796,22.29656047
FGF13,ENSG00000129682,ENST00000370603,transcript,ENSG00000129682,22.09395082,22.29822202
EMD,ENSG00000102119,ENST00000369842,transcript,ENSG00000102119,22.1294793,22.29978438
ARMCX1,ENSG00000126947,ENST00000372829,transcript,ENSG00000126947,21.90542367,22.30420824
CLCN4,ENSG00000073464,ENST00000380833,transcript,ENSG00000073464,22.221278,22.30454233
PFKFB1,ENSG00000158571,ENST00000375006,transcript,ENSG00000158571,22.36311582,22.30501933
IL13RA2,ENSG00000123496,ENST00000371936,transcript,ENSG00000123496,22.21946407,22.30540084
COX7B,ENSG00000131174,ENST00000481445,transcript,ENSG00000131174,21.72974902,22.308172
KIF4A,ENSG00000090889,ENST00000374403,transcript,ENSG00000090889,22.29250328,22.30865467
ACOT9,ENSG00000123130,ENST00000379303,transcript,ENSG00000123130,22.26027451,22.31248676
TSR2,ENSG00000158526,ENST00000375151,transcript,ENSG00000158526,22.18188655,22.32065812
MAGEB17,ENSG00000182798,ENST00000400004,transcript,ENSG00000182798,22.00665368,22.3243161
CXorf65,ENSG00000204165,ENST00000374251,transcript,ENSG00000204165,22.18076622,22.32623158
TSPAN6,ENSG00000000003,ENST00000373020,transcript,ENSG00000000003,22.28564759,22.32941068
LPAR4,ENSG00000147145,ENST00000435339,transcript,ENSG00000147145,20.62916159,22.33005539
ZNF645,ENSG00000175809,ENST00000323684,transcript,ENSG00000175809,22.31654305,22.33435059
TBL1X,ENSG00000101849,ENST00000217964,transcript,ENSG00000101849,22.18207079,22.33577733
MCTS1,ENSG00000232119,ENST00000371315,transcript,ENSG00000232119,22.33211385,22.33980651
CXorf66,ENSG00000203933,ENST00000370540,transcript,ENSG00000203933,22.24349757,22.3400623
CCDC120,ENSG00000147144,ENST00000422185,transcript,ENSG00000147144,22.40703591,22.34007589
RAB9B,ENSG00000123570,ENST00000243298,transcript,ENSG00000123570,20.47999577,22.34027529
MAGEE2,ENSG00000186675,ENST00000373359,transcript,ENSG00000186675,22.42146345,22.34228235
RAB39B,ENSG00000155961,ENST00000369454,transcript,ENSG00000155961,22.52476421,22.34386475
CXorf61,ENSG00000204019,ENST00000371894,transcript,ENSG00000204019,22.26302338,22.34837773
MAGEA12,ENSG00000213401,ENST00000393900,transcript,ENSG00000213401,21.97218166,22.34912314
RBBP7,ENSG00000102054,ENST00000380084,transcript,ENSG00000102054,22.28854267,22.34974501
CYSLTR1,ENSG00000173198,ENST00000373304,transcript,ENSG00000173198,22.06058301,22.35189021
IL2RG,ENSG00000147168,ENST00000374202,transcript,ENSG00000147168,22.37926562,22.35263047
SHROOM4,ENSG00000158352,ENST00000376020,transcript,ENSG00000158352,22.20752754,22.35543773
SSX1,ENSG00000126752,ENST00000376919,transcript,ENSG00000126752,22.20911265,22.36185687
NHSL2,ENSG00000204131,ENST00000540800,transcript,ENSG00000204131,22.50739371,22.36204199
PPP1R3F,ENSG00000049769,ENST00000055335,transcript,ENSG00000049769,22.22024371,22.36396143
HDX,ENSG00000165259,ENST00000297977,transcript,ENSG00000165259,22.25985672,22.36663127
GPC4,ENSG00000076716,ENST00000370828,transcript,ENSG00000076716,22.21576371,22.3678871
SLC25A53,ENSG00000176274,ENST00000357421,transcript,ENSG00000176274,21.59359173,22.36917404
SASH3,ENSG00000122122,ENST00000356892,transcript,ENSG00000122122,21.8545431,22.37006755
RP11-166B2.1,ENSG00000234719,ENST00000399147,transcript,ENSG00000234719,21.90793094,22.37109252
VSIG1,ENSG00000101842,ENST00000415430,transcript,ENSG00000101842,22.29791094,22.37118512
RGAG1,ENSG00000243978,ENST00000465301,transcript,ENSG00000243978,22.43322259,22.37325857
AWAT2,ENSG00000147160,ENST00000276101,transcript,ENSG00000147160,22.38628965,22.37387504
TMEM31,ENSG00000179363,ENST00000319560,transcript,ENSG00000179363,22.06218108,22.37434163
DCX,ENSG00000077279,ENST00000338081,transcript,ENSG00000077279,22.39684673,22.37828814
PAGE5,ENSG00000158639,ENST00000289619,transcript,ENSG00000158639,22.76947257,22.38020143
FHL1,ENSG00000022267,ENST00000394155,transcript,ENSG00000022267,22.3282369,22.38190368
PLP1,ENSG00000123560,ENST00000418604,transcript,ENSG00000123560,22.14259844,22.38216382
GUCY2F,ENSG00000101890,ENST00000218006,transcript,ENSG00000101890,22.42783132,22.382921
CSAG1,ENSG00000198930,ENST00000370287,transcript,ENSG00000198930,21.73107629,22.3848734
DRP2,ENSG00000102385,ENST00000395209,transcript,ENSG00000102385,22.35604117,22.38793194
DKC1,ENSG00000130826,ENST00000369550,transcript,ENSG00000130826,22.34207697,22.38942176
CXorf23,ENSG00000173681,ENST00000379687,transcript,ENSG00000173681,22.29055826,22.39318081
FAM9B,ENSG00000177138,ENST00000327220,transcript,ENSG00000177138,22.36796582,22.39535399
HMGB3,ENSG00000029993,ENST00000325307,transcript,ENSG00000029993,21.54251264,22.39720297
SPANXN3,ENSG00000189252,ENST00000370503,transcript,ENSG00000189252,22.02957612,22.40157096
SOWAHD,ENSG00000187808,ENST00000343905,transcript,ENSG00000187808,22.41237823,22.40276402
SMPX,ENSG00000091482,ENST00000379494,transcript,ENSG00000091482,22.4801748,22.40424655
PLP2,ENSG00000102007,ENST00000376327,transcript,ENSG00000102007,22.46891298,22.40637454
ZDHHC9,ENSG00000188706,ENST00000357166,transcript,ENSG00000188706,22.09496702,22.40822451
CENPI,ENSG00000102384,ENST00000372927,transcript,ENSG00000102384,22.397186,22.40937637
ARHGAP4,ENSG00000089820,ENST00000370028,transcript,ENSG00000089820,22.45375863,22.41611275
RAP2C,ENSG00000123728,ENST00000342983,transcript,ENSG00000123728,21.22559105,22.42036475
IL1RAPL1,ENSG00000169306,ENST00000378993,transcript,ENSG00000169306,21.80551301,22.42247816
TAF9B,ENSG00000187325,ENST00000341864,transcript,ENSG00000187325,22.39145241,22.42477267
XKRX,ENSG00000182489,ENST00000372956,transcript,ENSG00000182489,22.37023046,22.42784824
PRPS1,ENSG00000147224,ENST00000372435,transcript,ENSG00000147224,22.39447979,22.43232442
PASD1,ENSG00000166049,ENST00000370357,transcript,ENSG00000166049,22.35437945,22.43402478
SCML1,ENSG00000047634,ENST00000380041,transcript,ENSG00000047634,22.14733852,22.43822395
BCORL1,ENSG00000085185,ENST00000540052,transcript,ENSG00000085185,22.33611557,22.43864209
AIFM1,ENSG00000156709,ENST00000287295,transcript,ENSG00000156709,22.4425431,22.43891132
MTM1,ENSG00000171100,ENST00000370396,transcript,ENSG00000171100,22.28381511,22.43976703
GPR82,ENSG00000171657,ENST00000302548,transcript,ENSG00000171657,22.30272228,22.44127183
GRIPAP1,ENSG00000068400,ENST00000376441,transcript,ENSG00000068400,22.31555462,22.45700639
PDZD4,ENSG00000067840,ENST00000164640,transcript,ENSG00000067840,22.47904755,22.4626255
PDZD11,ENSG00000120509,ENST00000239666,transcript,ENSG00000120509,22.46667769,22.46443371
FRMPD3,ENSG00000147234,ENST00000276185,transcript,ENSG00000147234,22.53527805,22.46554016
TIMM17B,ENSG00000126768,ENST00000396779,transcript,ENSG00000126768,22.55204463,22.46957679
GSPT2,ENSG00000189369,ENST00000340438,transcript,ENSG00000189369,22.50947609,22.47088482
GRPR,ENSG00000126010,ENST00000380289,transcript,ENSG00000126010,22.42587837,22.48187099
ZFP92,ENSG00000189420,ENST00000338647,transcript,ENSG00000189420,22.48264778,22.48731162
GPR34,ENSG00000171659,ENST00000378142,transcript,ENSG00000171659,21.85433723,22.48790989
RBM10,ENSG00000182872,ENST00000377604,transcript,ENSG00000182872,22.300236,22.48921613
